2025-10-07 11:23:28,083 - INFO - \U0001f30c Simple Consciousness Server initialized
2025-10-07 11:23:28,084 - INFO - \U0001f680 Starting Simple Consciousness WebSocket Server
2025-10-07 11:23:28,085 - INFO - \U0001f310 Host: localhost, Port: 8701
2025-10-07 11:23:28,139 - INFO - server listening on [::1]:8701
2025-10-07 11:23:28,140 - INFO - server listening on 127.0.0.1:8701
2025-10-07 11:23:28,140 - INFO - \u2705 WebSocket server started successfully
2025-10-07 11:23:28,140 - INFO - \U0001f517 Connect React client to: ws://localhost:8701
2025-10-07 11:23:28,141 - INFO - \U0001f31f Simulating consciousness evolution...
2025-10-07 11:23:28,141 - INFO - \U0001f504 Starting consciousness broadcast loop
2025-10-07 11:23:28,142 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:28,657 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:29,179 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:29,708 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:30,224 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:30,734 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:31,240 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:31,750 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:32,258 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:32,777 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:33,290 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:33,806 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:34,307 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:34,550 - INFO - connection open
2025-10-07 11:23:34,550 - INFO - \U0001f517 Client connected: ::1:59301 (Total: 1)
2025-10-07 11:23:34,552 - INFO - \U0001f4e4 Client removed: ::1:59301 (Remaining: 0)
2025-10-07 11:23:34,812 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:35,324 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:35,826 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:36,341 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:36,867 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:37,369 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:37,874 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:38,375 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:38,891 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:39,392 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:39,906 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:40,408 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:40,922 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:41,431 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:41,939 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:42,454 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:42,966 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:43,469 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:43,987 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:44,493 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:45,000 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:45,504 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:46,014 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:46,521 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:47,038 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:47,542 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:48,053 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:48,568 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:49,084 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:49,603 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:50,111 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:50,619 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:51,126 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:51,631 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:52,134 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:52,642 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:53,153 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:53,660 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:54,173 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:54,685 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:55,202 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:55,703 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:56,215 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:56,719 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:57,230 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:57,734 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:58,245 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:58,752 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:59,267 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:23:59,781 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:00,285 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:00,797 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:01,300 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:01,817 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:02,334 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:02,847 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:03,382 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:03,895 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:04,412 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:04,929 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:05,437 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:05,942 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:06,454 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:06,969 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:07,481 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:07,991 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:08,499 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:09,006 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:09,518 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:10,030 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:10,548 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:11,067 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:11,576 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:12,094 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:12,598 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:13,111 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:13,612 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:14,117 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:14,628 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:15,140 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:15,647 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:16,152 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:16,663 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:17,175 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:17,679 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:18,189 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:18,697 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:19,213 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:19,727 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:20,235 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:20,742 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:21,246 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:21,759 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:22,265 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:22,778 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:23,279 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:23,786 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:24,296 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:24,797 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:25,310 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:25,813 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:26,351 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:26,853 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:27,363 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:27,864 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:28,380 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:28,894 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:29,422 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:29,927 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:30,429 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:30,934 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:31,444 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:31,953 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:32,469 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:32,982 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:33,497 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:34,000 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:34,513 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:35,028 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:35,532 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
